4025741954330767167,301,2,2019-01-02,2019-04-20,Sao Paolo,Milano,67,BOOKED
5401900986077032623,286,12,2019-01-02,2019-04-16,Beijing,Brussels,150,BOOKED
7954793568595977968,136,12,2019-01-02,2019-04-28,Toronto,Budapest,594,BOOKED
2008916062229464357,442,18,2019-01-02,2019-03-03,Moscow,Dubai,532,BOOKED
3817049762679670509,249,25,2019-01-02,2019-04-27,Prague,Sydney,358,BOOKED
4736026050612791660,394,20,2019-01-02,2019-04-08,Amsterdam,Prague,404,BOOKED
5445573832362400461,151,2,2019-01-02,2019-04-02,Tokyo,Prague,735,BOOKED
8899959262333015213,491,17,2019-01-02,2019-04-24,Sao Paolo,Toronto,377,BOOKED
5505929669249881596,1,2,2019-01-02,2019-04-25,Stockholm,Sydney,542,BOOKED
932967502532180362,333,9,2019-01-03,2019-03-13,London,Amsterdam,35,BOOKED
8958699278754677028,72,23,2019-01-03,2019-05-01,Amsterdam,Sao Paolo,424,BOOKED
3563687441651781588,450,1,2019-01-03,2019-04-15,London,Kiev,104,BOOKED
5034065688411746299,401,2,2019-01-03,2019-03-21,Sydney,Munich,685,BOOKED
46581725754334612,455,6,2019-01-03,2019-03-11,Madrid,Amsterdam,807,BOOKED
5406499396220123365,338,14,2019-01-03,2019-04-21,Bogota,New Delhi,264,BOOKED
1070514385697662289,34,10,2019-01-03,2019-04-28,Brussels,Toronto,643,BOOKED
7945465544299699393,260,11,2019-01-03,2019-03-28,Amsterdam,Buenos Aires,539,BOOKED
5419416917478222919,353,4,2019-01-03,2019-03-22,Amsterdam,Prague,708,BOOKED
3208879539356526984,243,19,2019-01-04,2019-04-07,New Mexico,Paris,386,BOOKED
3416150315339723638,426,2,2019-01-04,2019-03-25,Johannesburg,Milano,178,BOOKED
7902749254923003231,29,5,2019-01-04,2019-04-04,Sydney,Berlin,393,BOOKED
4160104503826973633,96,22,2019-01-04,2019-04-25,Prague,Amsterdam,765,BOOKED
8877646462003698589,73,24,2019-01-04,2019-04-18,Amsterdam,Warsaw,552,BOOKED
82769567086095022,196,22,2019-01-04,2019-04-22,Toronto,Sydney,789,BOOKED
6378938855252798550,476,2,2019-01-04,2019-03-29,Brussels,Berlin,588,BOOKED
8985341858820843759,54,5,2019-01-04,2019-04-06,Sydney,Sao Paolo,404,BOOKED
1748112979674287238,382,8,2019-01-04,2019-04-02,Sao Paolo,Paris,301,BOOKED
810238233564192132,449,25,2019-01-04,2019-03-08,Amsterdam,Sydney,685,BOOKED
4093936602461505965,68,19,2019-01-04,2019-03-12,Dubai,Amsterdam,153,BOOKED
2611947172037142982,146,22,2019-01-04,2019-03-14,Stockholm,Lausanne,158,BOOKED
2347778780061548693,365,16,2019-01-04,2019-04-22,Amsterdam,Tokyo,117,BOOKED
6645713506800004263,264,15,2019-01-05,2019-03-13,Tokyo,Los Angeles,716,BOOKED
5075438669725729751,421,22,2019-01-05,2019-03-26,Amsterdam,Paris,246,BOOKED
6763507564240483132,304,5,2019-01-05,2019-04-17,New Delhi,Brussels,427,BOOKED
4244276475572246320,39,15,2019-01-05,2019-04-21,Amsterdam,Johannesburg,548,BOOKED
7667258930729319123,451,2,2019-01-05,2019-04-10,Milano,Amsterdam,222,BOOKED
7858001374640646996,323,24,2019-01-05,2019-03-21,New Delhi,Sydney,203,BOOKED
2336431185781496700,452,3,2019-01-05,2019-03-13,New Delhi,Lausanne,461,BOOKED
3890871217188937168,337,13,2019-01-05,2019-03-28,Sydney,Johannesburg,585,BOOKED
8397591538815073456,101,2,2019-01-05,2019-03-17,Warsaw,Lausanne,296,BOOKED
1787866756990016141,436,12,2019-01-06,2019-04-24,Brussels,Johannesburg,321,BOOKED
1726313551424145456,127,3,2019-01-06,2019-04-10,Sydney,Athens,765,BOOKED
5105057602388990674,134,10,2019-01-06,2019-04-09,Prague,Paris,798,BOOKED
8825137402352841563,442,18,2019-01-06,2019-03-06,Sydney,Lausanne,640,BOOKED
2492183334092216355,355,6,2019-01-06,2019-03-09,Paris,Johannesburg,428,BOOKED
1740696481879158403,64,15,2019-01-06,2019-03-08,Bogota,New Mexico,320,BOOKED
4465095858556744207,194,20,2019-01-06,2019-03-25,Bogota,Dubai,714,BOOKED
2574352224727218846,4,5,2019-01-06,2019-03-23,Beijing,Hong Kong,601,BOOKED
7512060005628938621,323,24,2019-01-07,2019-03-20,Sao Paolo,Lausanne,754,BOOKED
6905162723221790388,66,17,2019-01-07,2019-04-28,Madrid,Amsterdam,278,BOOKED
1450361972523974918,43,19,2019-01-07,2019-03-27,Buenos Aires,Kiev,540,BOOKED
4847315725375133173,266,17,2019-01-07,2019-04-30,Paris,Amsterdam,56,BOOKED
4318268560677246963,92,18,2019-01-07,2019-04-27,Munich,Osaka,572,BOOKED
3049664911873377325,13,14,2019-01-07,2019-04-14,Berlin,Hong Kong,812,BOOKED
4271523968792672122,13,14,2019-01-07,2019-04-24,Sao Paolo,Oslo,765,BOOKED
2036028634519348566,228,4,2019-01-07,2019-04-11,Madrid,Dubai,181,BOOKED
1930411473786864558,189,15,2019-01-07,2019-04-19,Budapest,Sofia,447,BOOKED
2732756821626389997,195,21,2019-01-07,2019-04-05,Osaka,Sydney,256,BOOKED
8261372408919415117,345,21,2019-01-07,2019-03-14,Sydney,Madrid,147,BOOKED
436284557177847384,88,14,2019-01-07,2019-04-19,Prague,Johannesburg,625,BOOKED
8689229711870327476,26,2,2019-01-08,2019-03-16,Amsterdam,Sydney,288,BOOKED
4209778827442294005,500,1,2019-01-08,2019-04-13,Dubai,Sofia,590,BOOKED
281136080934273627,409,10,2019-01-08,2019-03-13,Amsterdam,New York,328,BOOKED
4986807437439316931,104,5,2019-01-08,2019-05-06,Bogota,Hong Kong,724,BOOKED
3222136791649063874,198,24,2019-01-08,2019-03-21,New Delhi,Paris,626,BOOKED
5350508059912656059,300,1,2019-01-08,2019-05-04,Sydney,Munich,353,BOOKED
7314540788739810893,312,13,2019-01-09,2019-03-15,Sydney,Osaka,709,BOOKED
254763557945705114,473,24,2019-01-09,2019-03-16,Amsterdam,Dubai,93,BOOKED
1767053467758252986,380,6,2019-01-09,2019-04-16,Los Angeles,Sao Paolo,751,BOOKED
3626045914964215411,150,1,2019-01-09,2019-04-18,Dubai,Oslo,635,BOOKED
242664335198920087,299,25,2019-01-09,2019-03-18,Sofia,Brussels,158,BOOKED
4122690473188160862,455,6,2019-01-10,2019-05-08,Lisbon,Cairo,275,BOOKED
725348449654295852,497,23,2019-01-10,2019-05-07,Prague,Kiev,320,BOOKED
5519226396189784639,138,14,2019-01-10,2019-04-25,London,New York,421,BOOKED
6999794595158247586,186,12,2019-01-10,2019-04-29,Sydney,Moscow,144,BOOKED
3402511552442095885,305,6,2019-01-10,2019-04-27,Lausanne,Oslo,321,BOOKED
4595371171302080640,206,7,2019-01-10,2019-04-18,Amsterdam,Sydney,592,BOOKED
7259256831963658844,171,22,2019-01-10,2019-04-18,Budapest,Beijing,556,BOOKED
125687717908623853,287,13,2019-01-10,2019-04-17,Sydney,Warsaw,694,BOOKED
8320561850469132857,434,10,2019-01-10,2019-04-19,Paris,Budapest,677,BOOKED
5598157492938309523,77,3,2019-01-11,2019-04-04,Beijing,Budapest,56,BOOKED
4935999162405180711,118,19,2019-01-11,2019-04-14,Kiev,Hong Kong,531,BOOKED
5961276255146518441,335,11,2019-01-11,2019-03-25,Brussels,Paris,27,BOOKED
3251296119930415771,50,1,2019-01-11,2019-05-09,Sydney,Paris,724,BOOKED
7510913678722537466,155,6,2019-01-11,2019-04-13,Sao Paolo,Sydney,537,BOOKED
927463609493904444,129,5,2019-01-11,2019-05-04,Sydney,Stockholm,253,BOOKED
7752023008568299498,442,18,2019-01-12,2019-04-27,Stockholm,Sao Paolo,536,BOOKED
3607533356940642244,71,22,2019-01-12,2019-05-01,Sao Paolo,Hong Kong,153,BOOKED
775517245163134809,410,11,2019-01-12,2019-05-06,Stockholm,Sao Paolo,702,BOOKED
5046487140330462973,339,15,2019-01-12,2019-04-12,Hong Kong,Paris,160,BOOKED
5419416917478222919,353,4,2019-01-12,2019-03-22,Amsterdam,Prague,592,CANCELLED
3649038702498894368,143,19,2019-01-13,2019-05-01,Johannesburg,Hong Kong,138,BOOKED
9017199038564929033,384,10,2019-01-13,2019-04-07,Amsterdam,Sao Paolo,642,BOOKED
4494039068416592501,375,1,2019-01-13,2019-03-23,Cairo,Paris,135,BOOKED
6500202850385779918,400,1,2019-01-13,2019-04-10,Hong Kong,Sao Paolo,141,BOOKED
652995930009206412,375,1,2019-01-13,2019-04-15,Toronto,Sydney,496,BOOKED
3152457226434610604,129,5,2019-01-13,2019-05-09,Osaka,Stockholm,301,BOOKED
7565719830872409308,141,17,2019-01-13,2019-04-12,Lausanne,Stockholm,623,BOOKED
8035654799508220753,194,20,2019-01-14,2019-04-29,Lisbon,Tokyo,719,BOOKED
3815257083075964115,386,12,2019-01-14,2019-04-23,Sydney,Madrid,564,BOOKED
8587846231735362339,385,11,2019-01-14,2019-04-11,London,Hong Kong,176,BOOKED
3094744574577728745,224,25,2019-01-14,2019-04-07,Tokyo,Paris,248,BOOKED
3760051216638205928,100,1,2019-01-14,2019-03-16,Amsterdam,Dubai,268,BOOKED
1988600841207050295,108,9,2019-01-14,2019-04-11,Sydney,Athens,688,BOOKED
6122198131296192996,124,25,2019-01-14,2019-03-18,Brussels,Amsterdam,459,BOOKED
3686131220243590812,292,18,2019-01-14,2019-04-22,Paris,Prague,615,BOOKED
35321591651787261,486,12,2019-01-15,2019-04-22,Buenos Aires,Oslo,55,BOOKED
4716997937878572461,238,14,2019-01-15,2019-05-04,Oslo,Sao Paolo,799,BOOKED
535787583837996318,247,23,2019-01-15,2019-03-30,Tokyo,Amsterdam,241,BOOKED
8986002354057946353,297,23,2019-01-15,2019-05-01,Sydney,New Mexico,583,BOOKED
8222529170894010621,9,10,2019-01-15,2019-03-22,Sydney,Sofia,178,BOOKED
5164634834447364816,483,9,2019-01-15,2019-04-14,Buenos Aires,Sydney,817,BOOKED
3818652341662753518,111,12,2019-01-15,2019-04-23,Milano,New Mexico,104,BOOKED
7891360682731687099,464,15,2019-01-15,2019-04-21,Los Angeles,Sydney,637,BOOKED
7047124791998391140,68,19,2019-01-15,2019-05-01,Prague,Stockholm,229,BOOKED
